productID,display_title,categoryID,subcategoryID,reviews_retreived
1005004800009026,15ml Natural Pigment Milkly Colors For Permanent Make Set Eyebrow Eyeliner Lips Beauty Microblading Tattoo Ink Pigments Dye,101,2000,False
1005004934927253,100/200/500pcs Tattoo Stencil Print Paper A4 For New Technology Tattoo Transfer Inkject Ink Transfer Machines Tattoo Accessories,101,2000,False
4000092663859,15ml Tattoo Pigment Inks Set Eyebrow Lips EyeLiner Microblading Permanent Makeup Tattoo Paints Supplies Body Beauty Tattoo Art,101,2000,False
1005006293199578,10ml Temporary Tattoo Liquid Ink DIY Tattoo Juice Semi-non-reflective Milk Henna Tattoo Waterproof Pigment for Tattoo Body Art,101,2000,False
1005006860598236,Tattoo Sticker Moon Arrow Letters Chinese Ink Painting Pattern Waterproof Temporary Hand Arm Makeup for Women Men Body Art,101,2000,False
1005006485027080,Herbal Juice ink Long Lasting Tattoo Sticker Armband Sleeve Arm Temporary Tattoos Waterproof Semi Permanent Safe for Men Women,101,2000,False
4000963850035,2 bottle/lot package sale 38 Colors Semi Cream Permanent Makeup Pigments Microblading Microshading Tattoo Ink for Eyebrows,101,2000,False
1005006860547292,1L ODM Permanent Makeup Tattoo Pigments Long-Lasting Permanent Top Colors Inks Customize Logo For Eyebrows Eyeliners Lips Beauty,101,2000,False
1005004042522160,5/10/50Pcs Disposable Microblading Manual Tattoo Pen Permanent Makeup Pen With Ring Ink Cup,101,2000,False
1005006948638417,Angel Wings God Tattoo Stickers Realistic Juice Ink Semi Permanent Full Back Body Tattoo Temporary Lasting 2 Weeks Men Adult,101,2000,False
1005004622295776,Semi-Permanent Waterproof Temporary Tattoo Stickers Whale Ocean Text Juice Lasting Ink 7-15 Days Genipin Herbal Fake Arm Tatoo,101,2000,False
4000971958922,LUSHCOLOR 2pcs 5ML Packing Tattoo Ink Set Micro Permanent Makeup Pigment Cream pigment for eyebrow 18colors 3D Manual Tattoo Ink,101,2000,False
1005006331204256,DIY Tattoo Hand Poke and Stick Tool Kit With Tattoo Needle Holder Ink Cup Pigment Glover Grommet Bandage Set,101,2000,False
1005006194317466,Semi-Permanent Chinese Phoenix Dragon Juice Ink Lasting Herbal Waterproof Temporary Tattoo Stickers Arm Fake Tatoo Women Men,101,2000,False
1005005087188313,100pcs S/M/L Disposable Tattoo Ink Rings Cups Eyebrow Lip Tattoo Pigments Holder Ring Container Permanent Makeup Accessories,101,2000,False
1005001947371884,100Pcs Eyebrow Microblading Needles 3 Row 18/21Pin Sterilized Lip Permanent Makeup Blades Shading Tattoo Manual Pen Inks,101,2000,False
1005002053842187,Juice Ink Tattoos Body Art Lasting Waterproof Temporary Tattoo Sticker Cupid Angel Heart Tatoo Arm Fake Rose Tatto Women Men,101,2000,False
1787030591,OPHIR Common Airbrush Temporary Tattoo Ink 30 ML/Bottle Body Painting Tattoo Ink Pigment White Color_TA053,101,2000,False
4001050392233,Waterproof Temporary Juice Ink Tattoo Sticker Dragon Phoenix Peacock Tatto Fruit Gel Long Lasting Fake Tatto for Men Women,101,2000,False
1005004664499781,Waterproof Temporary Tattoo Sticker Infinite Symbol Semi-Permanent Genipin Herbal 3D Fake Tattoos Juice Lasting Ink Body Art,101,2000,False
1005004557826058,Semi-Permanent Herbal Lasting Ink Waterproof Temporary Tattoo Sticker Butterfly Flower Flash Tatto Women Men Body Art Fake Tatoo,101,2000,False
